CountyCode,CountyName,DistrictCode,DistrictName
52,Tehama,52,Tehama County Office Of Education
52,Tehama,52-1,Antelope Elementary School District
52,Tehama,52-11,Evergreen Union Elementary School District
52,Tehama,52-14,Flournoy Union Elementary School District
52,Tehama,52-17,Gerber Union Elementary School District
52,Tehama,52-29,Los Molinos Unified School District
52,Tehama,52-41,Plum Valley Elementary School District
52,Tehama,52-44,Red Bluff Union Elementary School District
52,Tehama,52-45,Reeds Creek Elementary School District
52,Tehama,52-46,Richfield Elementary School District
52,Tehama,52-47,Tehama County Office Of Education
52,Tehama,52-49,Kirkwood Elementary School District
52,Tehama,52-51,Lassen View Union Elementary School District
52,Tehama,52-6,Corning Union Elementary School District
52,Tehama,52-COT,County Of Tehama
52,Tehama,52-H1,Corning Union High School District
52,Tehama,52-H2,Los Molinos Unified School District
52,Tehama,52-H3,Red Bluff Joint Union High School District
53,Trinity,53,Trinity County Office Of Education
53,Trinity,53-1,Burnt Ranch Elementary School District
53,Trinity,53-10,Coffee Creek Elementary School District
53,Trinity,53-11,Junction City Elementary School District
53,Trinity,53-20,Trinity Center Elementary School District
53,Trinity,53-21,Weaverville Elementary School District
53,Trinity,53-25,Southern Trinity Joint Unified School District
53,Trinity,53-3,Cox Bar Elementary School District
53,Trinity,53-30,Lewiston Elementary School District
53,Trinity,53-5,Douglas City Elementary School District
53,Trinity,53-6,Mountain Valley Unified School District
53,Trinity,53-8,Trinity Alps Unified School District
53,Trinity,53-County of Trinity,Trinity County Department Of Transportation
53,Trinity,53-H1,Trinity Alps Unified School District
53,Trinity,53-H2,Southern Trinity Joint Unified School District
53,Trinity,53-H4,Mountain Valley Unified School District
53,Trinity,53-H5,Trinity Union High School District
54,Tulare,54,Tulare County Office Of Education
54,Tulare,54-1,Allensworth Elementary School District
54,Tulare,54-10,Burton School District
54,Tulare,54-103,Visalia Unified School District
54,Tulare,54-105,Waukena Joint Union Elementary School District
54,Tulare,54-111,Woodlake Unified School District
54,Tulare,54-112,Woodville Elementary School District
54,Tulare,54-116,Palo Verde Union Elementary School District
54,Tulare,54-117,Sundale Union Elementary School District
54,Tulare,54-118,Tulare County Office Of Education
54,Tulare,54-119,Stone Corral Elementary School District
54,Tulare,54-13,Citrus South Tule Elementary
54,Tulare,54-15,Columbine Elementary School District
54,Tulare,54-2,Alpaugh Unified School District
54,Tulare,54-21,Dinuba Unified School District
54,Tulare,54-23,Ducor Union Elementary School District
54,Tulare,54-24,Earlimart Elementary School District
54,Tulare,54-34,Exeter Unified School District
54,Tulare,54-35,Farmersville Unified School District
54,Tulare,54-4,Alta Vista Elementary School District
54,Tulare,54-42,Hope School District
54,Tulare,54-48,Kings River Union Elementary School District
54,Tulare,54-53,Liberty Elementary School District
54,Tulare,54-56,Lindsay Unified School District
54,Tulare,54-62,Monson-Sultana Joint Union Elementary School District
54,Tulare,54-65,Oak Valley Union Elementary School District
54,Tulare,54-70,Cutler-Orosi Joint Unified School District
54,Tulare,54-74,Pixley Union Elementary School District
54,Tulare,54-75,Pleasant View Elementary School District
54,Tulare,54-76,Porterville Unified School District
54,Tulare,54-80,Richgrove Elementary School District
54,Tulare,54-82,Rockford Elementary School District
54,Tulare,54-84,Sequoia Union Elementary School District
54,Tulare,54-85,Saucelito Elementary School District
54,Tulare,54-86,Springville Union Elementary School District
54,Tulare,54-89,Strathmore Union Elementary School District
54,Tulare,54-9,Buena Vista Elementary School District
54,Tulare,54-91,Sunnyside Elementary School District
54,Tulare,54-94,Terra Bella Union Elementary School District
54,Tulare,54-96,Three Rivers Union Elementary School District
54,Tulare,54-97,Tipton Elementary School District
54,Tulare,54-98,Traver Joint Elementary School District
54,Tulare,54-99,Tulare City School District
54,Tulare,54-County of Tulare,County Of Tulare
54,Tulare,54-H1,Alpaugh Unified School District
54,Tulare,54-H10,Strathmore Union High School District
54,Tulare,54-H11,Tulare Joint Union High School District
54,Tulare,54-H12,Visalia Unified School District
54,Tulare,54-H13,Woodlake Unified School District
54,Tulare,54-H14,Farmersville Unified School District
54,Tulare,54-H16,Woodlake Unified School District
54,Tulare,54-H3,Dinuba Unified School District
54,Tulare,54-H4,Exeter Unified School District
54,Tulare,54-H7,Lindsay Unified School District
54,Tulare,54-H8,Cutler-Orosi Joint Unified School District
54,Tulare,54-H9,Porterville Unified School District
54,Tulare,54-TCRMA,Tulare County Resource Management Agency
55,Tuolumne,55,Tuolumne County Office Of Education
55,Tuolumne,55-13,Jamestown Elementary School District
55,Tuolumne,55-21,Sonora Elementary School District
55,Tuolumne,55-23,Soulsbyville Elementary School District
55,Tuolumne,55-24,Summerville Elementary School District
55,Tuolumne,55-26,Twain Harte Elementary School
55,Tuolumne,55-3,Belleview Elementary School District
55,Tuolumne,55-30,Tuolumne County Office Of Education
55,Tuolumne,55-4,Big Oak Flat Groveland Unified School District
55,Tuolumne,55-7,Columbia Union School District
55,Tuolumne,55-9,Curtis Creek Elementary School District
55,Tuolumne,55-H1,Sonora Union High School District
55,Tuolumne,55-H2,Summerville Union High School District
55,Tuolumne,55-H4,Big Oak Flat Groveland Unified School District
56,Ventura,56,Ventura County Office Of Education
56,Ventura,56-11,Fillmore Unified School District
56,Ventura,56-12,Hueneme Elementary School District
56,Ventura,56-16,Moorpark Unified School District
56,Ventura,56-18,Mupu Elementary School District
56,Ventura,56-20,Ocean View School District
56,Ventura,56-21,Ojai Unified School District
56,Ventura,56-22,Oxnard School District
56,Ventura,56-24,Pleasant Valley School District
56,Ventura,56-26,Rio Elementary School District
56,Ventura,56-30,Santa Clara Elementary School District
56,Ventura,56-31,Santa Paula Elementary School District
56,Ventura,56-34,Simi Valley Unified School District
56,Ventura,56-34/H6,Simi Valley Unified School District
56,Ventura,56-35,Somis Union Elementary School District
56,Ventura,56-4,Briggs School Dist.
56,Ventura,56-40,Ventura Unified School District
56,Ventura,56-42,Mesa Union Elementary School District
56,Ventura,56-44,Ventura County Office Of Education
56,Ventura,56-45,Oak Park Unified School District
56,Ventura,56-9,Conejo Valley Unified School District
56,Ventura,56-9/H9,Conejo Valley Unified School District
56,Ventura,56-C1,Ventura County Community College District
56,Ventura,56-CAPE,Cape Charter School
56,Ventura,56-H1,Fillmore Unified School District
56,Ventura,56-H10,Oak Park Unified School District
56,Ventura,56-H2,Moorpark Unified School District
56,Ventura,56-H4,Oxnard Union High School District
56,Ventura,56-H5,Santa Paula Union High School District
56,Ventura,56-H6,Simi Valley Unified School District
56,Ventura,56-H7,Ventura Unified School District
56,Ventura,56-H8,Ojai Unified School District
56,Ventura,56-H9,Conejo Valley Unified School District
56,Ventura,56-VCTC,Ventura County Transportation Commission
57,Yolo,57,Yolo County Office Of Education
57,Yolo,57-11,Davis Joint Unified School District
57,Yolo,57-13,Esparto Unified School District
57,Yolo,57-31,Washington Unified School District
57,Yolo,57-36,Winters Jt. Unified School District
57,Yolo,57-37,Woodland Joint Unified School District
57,Yolo,57-CCCTEC,"California College, Career & Technical Education Center"
57,Yolo,57-H3,Davis Joint Unified School District
57,Yolo,57-H4,Esparto Unified School District
57,Yolo,57-H5,Washington Unified School District
57,Yolo,57-H6,Winters Joint Unified School District
57,Yolo,57-H7,Woodland Joint Unified School District
57,Yolo,57-SC,Superior Court Of California-Yolo County
57,Yolo,57-Yolo County,Yolo County (animal Shelter)
58,Yuba,58-17,Marysville Jt. Unified School District
58,Yuba,58-21,Plumas Lake Elementary School District
58,Yuba,58-27,Wheatland Elementary School District
58,Yuba,58-3,Camptonville Union Elementary School District
58,Yuba,58-32,Yuba County Office Of Education
58,Yuba,58-CountyofYuba,County Of Yuba
58,Yuba,58-H1,Marysville Jt. Unified School District
58,Yuba,58-H2,Wheatland Union High School District
6,Colusa,06,Colusa County Office Of Education
6,Colusa,6-17,Maxwell Unified School District
6,Colusa,6-18,Pierce Jt. Unified School District
6,Colusa,6-22,Williams Unified School District
6,Colusa,6-23,Colusa County Office Of Education
6,Colusa,6-9,Colusa Unified School District
6,Colusa,6-H2,Maxwell Unified School District
6,Colusa,6-H3,Pierce Joint Unified School District
6,Colusa,6-H5,Williams Unified School District
6,Colusa,6-H6,Colusa Unified High School District
7,Contra Costa,07,Contra Costa County Office Of Education
7,Contra Costa,7-10,Byron Union Elementary School District
7,Contra Costa,7-11,Canyon Elementary School District
7,Contra Costa,7-15,Contra Costa County Office Of Education
7,Contra Costa,7-22,Knightsen Elementary School District
7,Contra Costa,7-23,Lafayette Elementary School District
7,Contra Costa,7-26,Martinez Unified School District
7,Contra Costa,7-27,Moraga Elementary School District
7,Contra Costa,7-29,Mt. Diablo Unified School District
7,Contra Costa,7-3,Antioch Unified School District
7,Contra Costa,7-32,Oakley Union Elementary School District
7,Contra Costa,7-33,Orinda Union Elementary School District
7,Contra Costa,7-36,Pittsburg Unified School District
7,Contra Costa,7-39,West Contra Costa Unified School District
7,Contra Costa,7-42,San Ramon Valley Unified School District
7,Contra Costa,7-46,John Swett Unified School District
7,Contra Costa,7-50,Walnut Creek Elementary School District
7,Contra Costa,7-8,Brentwood Union School District
7,Contra Costa,7-H1,Martinez Unified School District
7,Contra Costa,7-H11,Acalanes Union High School District
7,Contra Costa,7-H3,Antioch Unified School District
7,Contra Costa,7-H4,Liberty Union High School District
7,Contra Costa,7-H5,Mt. Diablo Unified School District
7,Contra Costa,7-H6,Pittsburg Unified School District
7,Contra Costa,7-H7,West Contra Costa Unified School District
7,Contra Costa,7-H8,San Ramon Valley Unified School District
7,Contra Costa,7-H9,John Swett Unified School District
8,Del Norte,8-5,Del Norte County Unified School District
8,Del Norte,8-County of Del Norte,County Of Del Norte - Comm. Devel. Dept
8,Del Norte,8-H1,Del Norte County Unified School District
9,El Dorado,9-23,Indian Diggins Elementary School District
9,El Dorado,9-26,Latrobe School District
9,El Dorado,9-27,Lake Tahoe Unified School District
9,El Dorado,9-33,Mother Lode Union School District
9,El Dorado,9-38,Pioneer Union Elementary School District
9,El Dorado,9-4,Buckeye Union School District
9,El Dorado,9-41,Placerville Union Elementary School District
9,El Dorado,9-45,Rescue Union School District
9,El Dorado,9-5,Camino Union Elementary School
9,El Dorado,9-58,Pollock Pines Elementary School District
9,El Dorado,9-60,Silver Fork Elementary School District
9,El Dorado,9-61,Gold Trail Union School District
9,El Dorado,9-62,Gold Oak Union School District
9,El Dorado,9-63,El Dorado County Office Of Education
9,El Dorado,9-64,Black Oak Mine Unified School District
9,El Dorado,9-El Dorado County,El Dorado County
9,El Dorado,9-H1,El Dorado Union High School District
9,El Dorado,9-H3,Lake Tahoe Unified School District
9,El Dorado,9-H4,Black Oak Mine Unified School District
